"term","weight"
"lanes","155.195323867"
"influence","-22.6462948416"
"thousand","-173.144759204"
"formed","-28.5710498788"
"photos","153.729793144"
"observe","-5.42498591168"
"former","283.681332145"
"fireflies","-76.6213285075"
"runnin","-138.310169425"
"single","61.2726944094"
"newspaper","-21.5659358411"
"situation","-109.027678813"
"stupidest","15.9636097558"
"ive","89.3863525379"
"engaged","87.7819619071"
"bros","-130.584912835"
"pinky","-64.0150905486"
"blah","-4.49149821811"
"technology","-62.6420647313"
"ivy","45.8780102392"
"dragging","18.8118220438"
"rooting","82.1614557313"
"thinkin","-25.1841978276"
"immense","-97.9040391682"
"underestimate","-23.0368898091"
"lyk","-109.083201709"
"unemployed","183.475486827"
"cramming","-100.871549874"
"breakdown","21.2984044727"
"askin","9.31975731748"
"sickness","-233.610877408"
"cheers","-204.684719495"
"bulletproof","77.1509038314"
"harris","-52.9209272078"
"barber","74.4970087847"
"deff","-34.2380050852"
"costa","-82.3975801449"
"awesomeness","-165.030193822"
"coursework","-207.414397114"
"nothin","-47.4394404473"
"costs","-27.7207384958"
"trains","-6.92313002607"
"grumpy","223.565650445"
"hubby","-199.464766643"
"scholarship","-114.503332706"
"summer","-95.8742714876"
"morons","0.296944146148"
"jst","38.9612844525"
"being","-76.723775713"
"rest","22.0880924616"
"hayley","-29.1567178243"
"weekly","50.8566063045"
"sixteen","-68.9773096368"
"grounded","39.0385794357"
"bricks","111.489071207"
"absolutly","-163.601638704"
"dicks","19.6746087421"
"joyful","127.719952668"
"skies","61.3192389192"
"(:","-10.8726400158"
"(;","48.0516469332"
"(8","-132.111032576"
"aspects","-37.6342705786"
"around","-111.536665824"
"(=","17.3348353742"
"cuando","-142.593177344"
"sums","1.23514758689"
"dark","-52.2059540621"
"dari","231.895694838"
"traffic","290.687457873"
"darn","90.4057535173"
"vacuum","114.592338625"
"world","-130.422369869"
"dare","-163.928957232"
"clan","111.204563209"
"satisfaction","37.3709178197"
"stranger","-78.5050341246"
"62","52.1898935693"
"bail","-23.8581060354"
"shutter","-93.7737587393"
"tsunami","67.9293005612"
"clay","-19.8263470126"
"clap","-97.5150162918"
"depend","-95.0886911709"
"wonderin","88.845624669"
";p","74.0074228384"
"learning","-90.6210820319"
"grub","-79.542515313"
"ewwww","58.668123117"
"68","32.6422662596"
"lobster","4.03068841051"
";d","-79.8278052121"
"diving","-13.4549927591"
"pickles","67.1985054305"
"divine","206.881068303"
"thinks","79.2205117464"
"yesss","-47.3245385203"
"whooo","56.9168361484"
"spurs","6.70776216918"
"substance","9.93403964053"
"memories","-38.3359293897"
"noon","-54.9558311188"
"nooo","90.3278192242"
";]","-79.1152276532"
"exit","26.7440606731"
"runaway","-62.2972808571"
"23rd","-49.196442282"
"911","186.038647996"
"refer","-16.732047892"
"destroys","-9.53675148833"
"transformers","-20.8540340004"
"scientific","20.3868167411"
"power","151.106090134"
"internship","-105.149141491"
"leadership","-65.6195877186"
"thailand","-4.34419195858"
";)","-42.7122409915"
";(","34.6225882195"
"stone","98.178675909"
"ace","-134.388547795"
"package","30.4067615223"
"industry","-22.1871192102"
"favorite","37.6982770705"
"side","-181.424059968"
"neighbor","365.458416655"
"act","-94.5564699238"
"luck","-252.308754093"
"curling","-20.2430132902"
"burning","35.2248134843"
"image","-98.5713042607"
"freaked","-4.45287753382"
"makan","191.330682991"
"homeless","76.6604170514"
"parties","-134.372889669"
"wade","-117.348026944"
"technically","-108.147485181"
"cared","-46.902477566"
"legacy","73.716838582"
"phone's","-43.4723368021"
"her","17.9185399155"
"hes","-71.7109878954"
"philadelphia","-90.5504974242"
"sides","29.3292521275"
"hee","107.893154339"
"mindless","63.1748794518"
"sealed","-2.55344279431"
"brazilian","52.4712831279"
"hen","19.6138178333"
"bubble","-25.6744231987"
"lang","-8.34414175926"
"complete","73.1429207973"
"child's","65.9826771492"
"yayy","-30.799591566"
"rainin","-2.5720381314"
"survived","367.284933783"
"texted","-11.0603366679"
"mice","-32.3569162858"
"with","20.6990324852"
"buying","65.5947107639"
"handsome","123.445993355"
"abused","156.899975429"
"pull","-158.113421941"
"rush","15.09598871"
"october","255.318270981"
"naming","-19.6366648382"
"monopoly","-98.6442093189"
"xxxxxxx","10.1346329366"
"flirt","-39.0772507076"
"dawg","72.3893348622"
"blankets","-74.9666845087"
"dirty","31.5603950407"
"trips","-24.8325060559"
"darker","-0.559940641049"
"aa","-88.7488644379"
"gone","50.4640167201"
"ac","23.1701610821"
"gong","0.920974621961"
"ohh","-119.401331299"
"ad","-42.4005986219"
"johnny","105.435601326"
"exhausted","-93.5096221742"
"ah","-42.351596527"
"ak","-107.406546625"
"forgot","-58.6581138621"
"am","77.2971475085"
"al","176.549047729"
"watches","-8.13521457622"
"an","-27.7418586"
"aq","-124.516525429"
"ap","-177.857044936"
"tshirt","16.7772307062"
"ar","-69.8842726144"
"au","100.945791794"
"at","25.8827823585"
"aw","-129.494201377"
"walks","-13.5846467245"
"ay","64.7464920788"
"watched","-71.7006815375"
"az","58.2180016882"
"cream","-21.6866344356"
"yoga","160.67443833"
"graduate","-59.3456012413"
"tight","144.704320941"
"beverage","18.567401482"
"yummmm","98.1149141606"
"someones","-44.6817087059"
"friggin","41.4435683446"
"puppy","-140.586982587"
"shaun","-32.0248370352"
"congress","338.454422656"
"gifts","395.521781736"
"midget","-128.778258046"
"terry","57.1066907046"
"tricky","124.572455134"
"natalie","-131.48958282"
"tricks","-63.7992307178"
"oprah","73.3495758924"
"mask","-146.808335917"
"dyed","10.8483406742"
"having","101.331882637"
"mass","-84.3621188561"
"adam","-69.5791349261"
"cpr","-14.0249475307"
"original","21.3305194903"
"9/11","-292.379541754"
"consider","151.028379409"
"caused","11.7647164996"
"beware","176.560557424"
"welfare","-0.0989385154918"
"songz","-54.8656102968"
"subjects","-190.169356349"
"causes","-7.32196248176"
"andrea","-8.50258976435"
"tx","61.5562906514"
"sparkle","44.3841578153"
"tv","210.207562852"
"tt","-50.4529753144"
"tu","66.5124615881"
"tp","8.46555214523"
"squirrels","63.0228928305"
"tn","-60.1280869311"
"to","33.6736418317"
"tail","148.952772928"
"tm","78.7061084079"
"chewing","17.2430984095"
"th","-16.2684580549"
"dressing","-30.4897557088"
"smile","-35.1076322981"
"td","-48.2507270952"
"te","-26.3461126"
"homepage","-70.3051991936"
"tc","-96.4968106721"
"norm","73.8346380665"
"ta","15.9277137032"
"ghana","-121.484856274"
"paying","472.035727881"
"appointment","-194.863118992"
"returned","67.9261990451"
"debit","39.5507790351"
"myself","-105.766884453"
"ppls","63.0028704628"
"diary","-242.671808636"
"lteter","-19.3592140623"
"labor","223.548361187"
"24th","-101.141085106"
"condition","114.511477059"
"`","-25.5274979608"
"17th","-112.223548204"
"cable","143.112266109"
"shenanigans","-20.9615620539"
"awsome","-103.70910315"
"laying","-18.5260034099"
"joined","90.4955651051"
"large","-40.8484855398"
"deja","38.3262825666"
"sand","-161.406804731"
"sane","-42.347402306"
"harry","-147.143146663"
"small","-96.1587074222"
"maggie","-9.24639108339"
"quicker","42.3514897329"
"healed","-5.995030514"
"past","-84.9302263179"
"arnold","-31.251530048"
"pass","84.3157201556"
"healer","194.251895802"
"olny","-73.9382901846"
"strep","-125.536669961"
"richard","142.550302504"
"clock","-196.854712899"
"section","-424.838168066"
"fucks","-81.5750791808"
"scientists","-117.518150553"
"nurse","103.365207968"
"cody","-90.3560473172"
"method","-191.312886137"
"full","122.417339006"
"escaping","55.8102406378"
"diapers","-1.63503653104"
"hours","-209.626699357"
"smartest","-128.031742191"
"ganda","-121.905507095"
"palin","290.103725176"
"november","69.0905378072"
"legend","-208.06007735"
"tomoro","-97.9458508052"
"experience","-36.6257587505"
"pics","-59.4001799645"
"prior","0.73627227423"
"pumpkins","-32.4054412494"
"hamster","-106.498575411"
"pick","22.9491861985"
"action","-78.5700959036"
"would've","-199.337211796"
"murdering","-62.0730935037"
"sweetness","-18.5230415297"
"day's","-72.1787832174"
"via","410.559009488"
"followed","106.653058144"
"grapes","81.2675601536"
"vid","-16.0088159393"
"vie","-58.6993892793"
"kiss","138.39119219"
"vip","-93.2433098846"
"indoors","46.875169176"
"pulls","-216.239665659"
"gosh","-230.796912521"
"select","90.1210281219"
"attendance","81.2827187474"
"pearl","-38.8291581983"
"morn","70.8076067437"
"gorgeous","291.345242351"
"more","45.8624672984"
"teen","-90.6025306646"
"door","115.30558425"
"company","359.830887846"
"spoilt","-59.6949317754"
"tested","-5.80440523327"
"dooo","73.9961119461"
"doom","-157.075033428"
"negativity","55.0142722121"
"keeping","126.058311389"
"pleasing","-112.567876627"
"science","-153.175529046"
"farted","47.8809038558"
"installing","23.376121521"
"mall","-23.401504994"
"resources","-41.6215163729"
"morgan","-2.29608433874"
"learn","3.5137383351"
"knocked","-82.8146155299"
"male","30.9530948681"
"beautiful","366.829322251"
"scam","242.259142112"
"scan","165.947777427"
"rodriguez","-87.1504006235"
"dislikes","-170.758216882"
"accept","84.699607662"
"autumn","112.121390626"
"donating","-85.8922580418"
"salty","-55.0822541622"
"sense","132.558248119"
"gallon","115.090638452"
"scar","-90.152173499"
"dress","-226.753116527"
"huge","-9.48947380163"
"xxxx","194.99802602"
"hugh","0.0219257495542"
"glowing","15.8546685389"
"disturbed","-34.8995161266"
"freshly","-6.89439270811"
"hugs","245.802109706"
"browns","12.9034317716"
"creature","-37.9457187931"
"plant","170.211021744"
"plans","-69.6555990697"
"brett","61.1065978741"
"soundtrack","-194.412575514"
"plane","4.60856858173"
"director","34.0413413219"
"waves","-34.2249692967"
"backyard","-39.4601684833"
"ethics","-106.304625149"
". . .","-6.86544542065"
"refuse","53.960981175"
"register","-147.417702357"
"volleyball","17.426910344"
"deuces","-29.8156331848"
"f-ing","-25.1199408789"
"stewart","117.301235466"
"patio","295.268170885"
"replied","-177.612220861"
"ito","88.888690537"
"mexican","96.2044167642"
"reminded","167.818101186"
"trade","6.77078018638"
"attitude","208.238181916"
"paper","-125.303921966"
"scott","-25.6861600716"
"signs","-31.0217901382"
"broadway","-28.8493206263"
"smiling","5.38964071295"
"itu","-219.480449685"
"its","-114.518725051"
"roots","134.912575538"
"bummed","202.478881606"
"figuring","0.85531715927"
"pronto","84.7991682721"
"alll","-91.5060658483"
"deeds","5.42457013026"
"wrk","-26.2961539679"
"aaaaaaaaaaaaaaaaaaaaaaaa","-106.652787234"
"symptoms","97.8840911978"
"individuals","-145.482794373"
"ruining","-104.93910052"
"bummer","242.295905406"
"isaac","-53.3199578271"
"travelling","9.08682699701"
"sauce","113.707311478"
"ally","-73.3297960469"
"skipped","-76.1729157105"
"entire","-347.77925575"
"sucker","81.6037492679"
"buys","-116.465015501"
"snowball","-52.1673509836"
"olivia","-8.04318637287"
"weeds","180.026293473"
"sucked","15.381782841"
"everytime","-51.2674454118"
"always","-17.7931759749"
"truths","-36.1246005874"
"isle","43.7820133502"
"courses","-148.369738748"
"warped","41.7541492071"
"eva","46.6877669049"
"1am","67.1781907659"
"found","-83.7422358334"
"shocking","-17.7107674954"
"yehey","-45.9221914051"
"status","-182.348381996"
"england","91.3017355831"
"upstairs","214.444024271"
"mums","-101.359650037"
"throwin","39.1235781511"
"reduce","61.3443720469"
"they've","10.1253247567"
"tonite","212.131471137"
"blues","264.728076194"
"really","-75.4464275153"
"anxious","-76.9200432303"
"missed","203.721643314"
"ftw","-177.818833337"
"research","-113.714817161"
"misses","-188.034684198"
"offline","-32.4810933429"
"bubba","212.864648721"
"salute","-75.1406323545"
"downs","-200.235694265"
"belief","202.462173013"
"risen","51.8750870179"
"drifting","-127.050356865"
"naka","10.0227169016"
"qualify","135.774714344"
"conditioning","33.4823625272"
"imagine","186.381088174"
"rises","-125.012179211"
"definition","-23.2160295441"
"pairs","-30.7278901769"
"woman's","94.964472063"
"w","8.14595269564"
"bumper","153.918077095"
"castle","-31.8416927815"
"major","68.0123215109"
"slipped","90.8568473098"
"number","-192.190922266"
"kobe","-39.7665563146"
"glitter","-30.4275836424"
"guess","69.8381571752"
"hott","-93.6747322039"
"heads","148.421775421"
"jew","-0.875047561256"
"jet","31.5509784396"
"tate","5.53605100423"
"threatening","-16.7766558353"
"saint","33.1788619577"
"crow","101.650302231"
"essays","-102.665082346"
"jen","100.04895383"
"ketchup","-115.343718039"
"relationship","-17.1164188468"
"longing","17.1548274203"
"immediate","111.742987617"
"mmmm","3.47442115547"
"appreciation","35.0982847435"
"focusing","-73.026903766"
"burrito","-67.5487663214"
"stairs","-92.3712513896"
"grace","-125.937810689"
"obama","382.481704091"
"vocab","-89.6545014289"
"aaa","-79.0718668012"
"condolences","162.323722217"
"getaway","-4.63855715547"
"walmart","126.650874846"
"aaj","18.7553388062"
"tummy","-88.4138198831"
"determined","220.467295834"
"marriage","210.780916754"
"remembers","11.6826178799"
"bhi","40.8356478624"
"basically","-233.20613259"
"fights","-280.403171521"
"recital","104.231461684"
"blond","44.5390483471"
"tht","-94.2051338857"
"sell","91.1941485036"
"abt","-111.261867854"
"odd","-147.47633394"
"self","7.95674566115"
"also","-257.868766783"
"internal","-64.4339817128"
"brace","-81.7901680088"
"play","68.1658450039"
"singles","55.7290096678"
"yawn","-12.1741654988"
"virus","374.98215778"
"plan","-116.691914659"
"accepting","147.764504894"
"funnier","3.39121679176"
"________","-54.0062357736"
"understands","1.50547600911"
"seize","-74.92989666"
"sometimes","89.1389231544"
"cover","70.8391548719"
"artistic","86.1793783281"
"gabi","8.62601650307"
"barrel","-119.822558239"
"sinner","72.4915740106"
"dragged","-65.3425099897"
"itouch","49.430043338"
"despise","-91.1659983609"
"ugh","-0.136304958542"
"golf","197.673916976"
"gold","-50.5530385097"
"session","-79.8303173344"
"overwhelmed","146.301362717"
"impact","-7.22641970092"
"lovee","-52.4999850243"
"sayin","218.610833506"
"writes","8.94874858574"
"writer","153.826820788"
"failed","64.8246687143"
"wayne","252.665382617"
"condom","-80.6607329401"
"factor","82.3321636325"
"sooooooooo","1.80617283005"
"loved","138.99461537"
"giants","72.450380462"
"boarding","-67.5755872795"
"quizzes","170.771626918"
"toby","-159.881816137"
"banned","-72.4243617782"
"sunny","353.967819536"
"they'd","-38.2230990435"
"remedy","58.6191592896"
"preparing","51.9492380846"
"closely","24.0731518745"
"damnit","-90.1280968729"
"maraming","19.7066135686"
"banner","66.7578547866"
"distraction","-27.4022881461"
"enemy","-69.034547889"
"sleeve","56.5707849489"
"pleasures","66.0664362729"
"cry","-199.294532097"
"ahhhhh","45.0044859767"
"caramel","-153.959679536"
"cease","-114.760700597"
"river","-82.0446365706"
"approaching","-122.148378073"
"insane","-206.228068502"
"set","6.94331573305"
"ser","-26.9883345701"
"jadi","-123.862135876"
"creator","37.4248547057"
"jade","-76.01427063"
"sex","-91.4956991114"
"see","58.2109475132"
"sec","-228.456870927"
"swayze","-1.99456955463"
"sea","-223.198503292"
"sem","52.4578960535"
"wrod","-66.787556149"
"shower","-52.1567471441"
"#","10.3126517218"
"spirits","94.6320306851"
"movie","19.1395014789"
"currently","-479.549192268"
"demons","-102.996092681"
"pickup","95.3774838405"
"rite","-81.8707611758"
"nope","-86.3390290316"
"monsters","57.3169836074"
"15th","95.7218708146"
"endure","-82.7635555543"
"knowing","85.738969209"
"narnia","-114.019749393"
"incident","-182.203593182"
"renewed","27.2555418548"
"tagal","37.129673452"
"mam","-114.566703048"
"last","119.622599881"
"thou","-132.410718322"
"offending","134.417140584"
"bachelor","41.3156376756"
"connection","197.76826528"
"rose","14.2749642786"
"poverty","-74.628527822"
"whole","-120.374564278"
"healing","231.89986072"
"load","201.357273177"
");","68.505625819"
"):","-27.9730416491"
")=","-45.4715267003"
"licence","-103.67316151"
"bell","-5.78857657501"
"loan","185.808089515"
"smashing","-64.5692072653"
"allegiance","76.1118048961"
"community","22.9043833031"
"except","-11.1603469734"
"sing","1.12038060566"
"sammy","69.0866967427"
"desktop","-76.1778019676"
"belt","5.78781027312"
"worthless","43.3359606725"
"devil","37.3786379581"
"monthly","99.8811414795"
"acceptance","219.330083946"
"imperfections","-21.8571598327"
"hitting","-125.317552732"
"firm","-1.52351843146"
"resting","58.4841983627"
"sweetheart","65.1842692418"
"squirrel","87.9934555085"
"fire","-161.491816563"
"caleb","-118.160213834"
"what's","34.0882009539"
"wheeler","-115.180524097"
"bitchy","-7.19458830124"
"fund","89.929084311"
"races","63.2918748993"
"sleeves","128.897767008"
"funn","152.919950609"
"kuya","-125.789550178"
"packers","15.9938194647"
"handling","-42.1862472182"
"anyhow","-26.8655570338"
"straight","-113.620980561"
"budget","-5.20609222276"
"sesame","9.37489388304"
"forgetting","-166.105781699"
"pressed","-72.5192934029"
"error","41.8907510248"
"kissing","31.0905576573"
"robin","97.9933760571"
"swim","-77.0935237342"
